Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,sentiment,neg,neu,pos,compound,Original_Tweeter,Community,adjusted_sentiment,cleaned_text
2939,Get Up Erica,"#Repost @joycolumbus1071 with make_repost
・・・
We're sad to report, ‘Black Panther’ actor Chadwick Boseman has passed away at 42 years old. 

#ChadwickBoseman 

@getuperica mornings with @imericacampbell 😞😞😞😞 https://t.co/xjPklESk8Q",Sat Aug 29 03:13:44 +0000 2020,,18309,1,3,2020-08-29 03:13:00,True,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}",0.193,0.807,0.0,-0.4767,joycolumbus1071,Other,neg,make_repost sad report black panther actor chadwick boseman passed away 42 years old mornings
2942,India TV,"Black Panther actor #ChadwickBoseman, who was battling colon cancer for four years, passed away. He was 43.
#RIPLegend 
#BlackPanther
#chadwick 

https://t.co/R3ScbOQL3j",Sat Aug 29 03:13:34 +0000 2020,India,2457662,7,42,2020-08-29 03:13:00,True,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.7579}",0.419,0.581,0.0,-0.7579,self,Other,neg,black panther actor battling colon cancer four years passed away 43
2943,The Kev,"@braves @FOXSportsBraves @JeffFrancoeur Sad news...
Chadwick Boseman who played Black Panther AND Jackie Robinson in 42 passed away tonight from colon cancer on “Jackie Robinson Day” :(",Sat Aug 29 03:13:30 +0000 2020,"Georgia, USA",307,0,0,2020-08-29 03:13:00,True,"{'neg': 0.301, 'neu': 0.602, 'pos': 0.096, 'compound': -0.7269}",0.301,0.602,0.096,-0.7269,braves,Other,neg,sad news chadwick boseman played black panther jackie robinson 42 passed away tonight colon cancer jackie robinson day
2946,쌧별이 ☁️,"We all know that Black Panther is Hyunsuk's favorite movie in Marvel and i felt sad because of this news that he has passed away. Rest in power, Chadwick Boseman
@MarvelStudios @treasuremembers @chadwickboseman https://t.co/mK2V5J7lJp",Sat Aug 29 03:13:02 +0000 2020,,685,6,15,2020-08-29 03:13:00,True,"{'neg': 0.142, 'neu': 0.594, 'pos': 0.265, 'compound': 0.4019}",0.142,0.594,0.265,0.4019,MarvelStudios,Other,pos,know black panther hyunsuks favorite movie marvel felt sad news passed away rest power chadwick boseman
2950,Ash👸🏾,"I’m in disbelief. Our superhero passed away #chadwickboseman #blackpanther 
Honestly his whole year has been horrible. I’ve been trying to keep it together with all these tragedies and deaths....but man I just cannot… https://t.co/yA6smJpwu6",Sat Aug 29 03:12:41 +0000 2020,"Milwaukee, Wi",678,0,0,2020-08-29 03:12:00,True,"{'neg': 0.274, 'neu': 0.598, 'pos': 0.128, 'compound': -0.5267}",0.274,0.598,0.128,-0.5267,self,Other,neg,im disbelief superhero passed away honestly whole year horrible ive trying keep together tragedies deathsbut man cannot
2951,Williams Girl🤘🏾,"Our king has passed away. I don't know to feel right now.
RIP #ChadwickBoseman  #KingTChallaForever https://t.co/YW1GuI52kq",Sat Aug 29 03:12:40 +0000 2020,"Florida, USA",117,0,1,2020-08-29 03:12:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,king passed away dont know feel right rip
2952,CognacPoppa,I wish that none of you ever have to tell your child that their hero passed away. #chadwickboseman #WakandaForever,Sat Aug 29 03:12:37 +0000 2020,Southeast Region,251,0,2,2020-08-29 03:12:00,True,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.743}",0.0,0.488,0.512,0.743,self,Other,pos,wish none ever tell child hero passed away
2954,G105,"BREAKING: ""Black Panther"" actor has passed away at the age of 42. RIP.
https://t.co/DofDQE6yiu",Sat Aug 29 03:12:26 +0000 2020,"Raleigh, NC",9526,0,0,2020-08-29 03:12:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,breaking black panther actor passed away age 42 rip
2955,Jae Patrick,"Heartbreaking news. #BlackPanther star #chadwickboseman has passed away at the age of 42 after a 4 yr battle with #coloncancer. RIP T'Chala.
#avengers #mcu #42 #jackierobinson #chadwick #tchala #disney #marvel #mcu #avengersendgame https://t.co/wC7uRlYb7Q",Sat Aug 29 03:12:25 +0000 2020,"Milwaukee, WI",8776,0,7,2020-08-29 03:12:00,True,"{'neg': 0.384, 'neu': 0.616, 'pos': 0.0, 'compound': -0.6808}",0.384,0.616,0.0,-0.6808,self,Other,neg,heartbreaking news star passed away age 42 4 yr battle rip tchala
2956,Anthony Palmero,I can’t imagine being a 7-11 year old and finding out your favorite hero has passed away. My heart goes out to the family and all the kids that are inspired through this mans Career. #ChadwickBoseman #WakandaForever #RestInPeace https://t.co/gwtJygBg3P,Sat Aug 29 03:12:25 +0000 2020,"Page, AZ",66,0,2,2020-08-29 03:12:00,True,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8689}",0.0,0.588,0.412,0.8689,self,Other,pos,cant imagine 711 year old finding favorite hero passed away heart goes family kids inspired mans career
2957,The Erica Show,"BREAKING: ""Black Panther"" actor has passed away at the age of 42. RIP.
https://t.co/Y9XFfyVcz1",Sat Aug 29 03:12:24 +0000 2020,"Raleigh, NC",9705,0,2,2020-08-29 03:12:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,breaking black panther actor passed away age 42 rip
2958,ollie 🫡,"tw // death 
-
-
if you are only going to tweet about Chadwick Boseman's death to say shit like "" now we won't have black panther 2"" and ""2020 is cursed because of him"" you are being extremely disrespectful and really fuck you he was a real person who just passed away",Sat Aug 29 03:12:22 +0000 2020,she her ,1271,5,34,2020-08-29 03:12:00,True,"{'neg': 0.43, 'neu': 0.501, 'pos': 0.07, 'compound': -0.932}",0.43,0.501,0.07,-0.932,self,Other,neg,tw death going tweet chadwick bosemans death say shit like wont black panther 2 2020 cursed extremely disrespectful really fuck real person passed away
2959,Bruce Swift,"I can’t believe this is happening... Chadwick Boseman has passed away because of cancer.... 

This is a very sad news and I love the Black Panther movie!! So looking forward to the new one.... 

This is devastating… https://t.co/5W5oXzKJoR",Sat Aug 29 03:12:17 +0000 2020,Hong Kong,41,0,0,2020-08-29 03:12:00,True,"{'neg': 0.381, 'neu': 0.484, 'pos': 0.135, 'compound': -0.8225}",0.381,0.484,0.135,-0.8225,self,Other,pos,cant believe happening chadwick boseman passed away cancer sad news love black panther movie looking forward new one devastating
2962,➡️ Delmar ⬅️,The black panther himself passed away. #WakandaForever,Sat Aug 29 03:11:53 +0000 2020,,65,0,0,2020-08-29 03:11:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,black panther passed away
2964,Kay.,RIP #chadwickboseman ❤️ Passed away way too young.,Sat Aug 29 03:11:48 +0000 2020,"Joliet, IL",368,0,1,2020-08-29 03:11:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,rip passed away way young
2966,Murder Of Nerds Podcast,"Shocking news. #BlackPanther Star #chadwickboseman has passed away at the age of 43 after a 4 yr battle with colon cancer. RIP T'Chala.
#avengers #mcu #42 #jackierobinson #chadwick #tchala #disney #marvel #mcu #avengersendgame https://t.co/qIJBMZhkbX",Sat Aug 29 03:11:44 +0000 2020,"Los Angeles, CA",86,0,1,2020-08-29 03:11:00,True,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.8658}",0.492,0.508,0.0,-0.8658,self,Other,neg,shocking news star passed away age 43 4 yr battle colon cancer rip tchala
2967,nithish____m💫,"Actor #ChadwickBoseman, #BlackPanther, has passed away of colon cancer at the age of 42. 💔💔💔

#ripChadwick #ripchadwickboseman #RIPBlackPanther",Sat Aug 29 03:11:43 +0000 2020,,365,0,0,2020-08-29 03:11:00,True,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.6597}",0.423,0.577,0.0,-0.6597,self,Other,neg,actor passed away colon cancer age 42
2968,Spencer Honey Shelby,"My Mom: mom, the black panther just passed away. 

My grandmother: Huey P. Newton??? 

My mom: *walks away* 

Just a little humor for those who need a quick smile. 
RIP to a permanent super hero for our community. 🖤",Sat Aug 29 03:11:28 +0000 2020,"Calabasas, CA",366,0,1,2020-08-29 03:11:00,True,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.8958}",0.0,0.604,0.396,0.8958,self,Other,pos,mom mom black panther passed away grandmother huey p newton mom walks away little humor need quick smile rip permanent super hero community
2970,True🎮,"Sadly, today on August 28 2020, we lost an amazing man, husband, father, and actor. Chad Boseman, who played the Black Panther in the Marvel Universe, has passed away due to a long 4-year struggle with colon cancer. Our thought and prayer go to the family. #WakandaForever 🙏🙅‍♂️",Sat Aug 29 03:11:16 +0000 2020,"Los Angeles, CA",85,0,1,2020-08-29 03:11:00,True,"{'neg': 0.269, 'neu': 0.525, 'pos': 0.205, 'compound': -0.4215}",0.269,0.525,0.205,-0.4215,self,Other,neg,sadly today august 28 2020 lost amazing man husband father actor chad boseman played black panther marvel universe passed away due long 4year struggle colon cancer thought prayer go family
2971,Motionless,Rest in peace to the legend that was Chadwick Boseman. It breaks my heart to see such an amazing actor and amazing human being pass away like this. Rest in Peace Chadwick. #chadwickboseman #WakandaForever,Sat Aug 29 03:11:16 +0000 2020,"Texas, USA",175,0,0,2020-08-29 03:11:00,True,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.9524}",0.0,0.432,0.568,0.9524,self,Other,pos,rest peace legend chadwick boseman breaks heart see amazing actor amazing human pass away like rest peace chadwick
2972,d,what srsly chadwick boseman passed away 😭💔 RIP #chadwickboseman,Sat Aug 29 03:11:13 +0000 2020,she/her | not 20 🖇RCBYF,246,0,2,2020-08-29 03:11:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,srsly chadwick boseman passed away rip
2973,Phumlani Dube,Sad waking up to news that Chadwick Boseman has passed away. Gone too soon! Rest In Peace Black Panther. #RIPChadwickBoseman https://t.co/342Um75NS3,Sat Aug 29 03:11:07 +0000 2020,Durban ,16479,0,0,2020-08-29 03:11:00,True,"{'neg': 0.176, 'neu': 0.625, 'pos': 0.199, 'compound': 0.1027}",0.176,0.625,0.199,0.1027,self,Other,neu,sad waking news chadwick boseman passed away gone soon rest peace black panther
2975,W.H,Oh no.. #ChadwickBoseman passed away :( RIP #BlackPanther,Sat Aug 29 03:10:56 +0000 2020,"Mississauga, Canada",6298,0,7,2020-08-29 03:10:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neg,oh passed away rip
2976,Matthew Proctor,"Damn man the fact that Chadwick Bozeman passed away on the day that MLB is celebrating Jackie Robinson day, really makes it even crazier too believe! One of the best actors of our generation will surely be missed, RIP to the Black Panther!",Sat Aug 29 03:10:54 +0000 2020,"Atlanta, GA",245,0,1,2020-08-29 03:10:00,True,"{'neg': 0.165, 'neu': 0.552, 'pos': 0.284, 'compound': 0.7605}",0.165,0.552,0.284,0.7605,self,Other,pos,damn man fact chadwick bozeman passed away day mlb celebrating jackie robinson day really makes even crazier believe one best actors generation surely missed rip black panther
2977,└Truth 🖤🦍,Fam we will never understand people like @yungcalc worries about Black Panther 2 or anyone that passed away trying to making off of them like Tupac for example 🤦🏽‍♂️ this just sad...,Sat Aug 29 03:10:44 +0000 2020,Pluto,1156,0,0,2020-08-29 03:10:00,True,"{'neg': 0.438, 'neu': 0.562, 'pos': 0.0, 'compound': -0.845}",0.438,0.562,0.0,-0.845,yungcalc,Other,neg,fam never understand people like worries black panther 2 anyone passed away trying making like tupac example sad
2978,Krishna Rebel,"The king just passed away 😔
Wakanda forever
Ji bombwey
RIP😭 https://t.co/aEf19QdYls",Sat Aug 29 03:10:41 +0000 2020,"Hyderabad, India",462,0,0,2020-08-29 03:10:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,king passed away wakanda forever ji bombwey rip
2980,IndiaGlitz - Tamil,"Actor #ChadwickBoseman, #BlackPanther, has passed away of colon cancer at the age of 42. 💔💔💔

#ripChadwick #ripchadwickboseman #RIPBlackPanther https://t.co/HVoV5Z4yI6",Sat Aug 29 03:10:35 +0000 2020,"Chennai, India",1402076,132,1304,2020-08-29 03:10:00,True,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.6597}",0.423,0.577,0.0,-0.6597,self,Other,neg,actor passed away colon cancer age 42
2981,Michoud Pharmacy,"It is with a heavy heart we break the news that the talented actor Chadwick Boseman known for his roles in ‘Black Panther’ and ‘42’ has passed away from colon cancer at the age of 43.

Our prayers are with him and his family. 🙏 #WakandaForever #RIPBlackPanther #RIPBlackPanther https://t.co/EHeVTmQeAt",Sat Aug 29 03:10:32 +0000 2020,"New Orleans, LA",1399,0,0,2020-08-29 03:10:00,True,"{'neg': 0.165, 'neu': 0.712, 'pos': 0.124, 'compound': -0.2732}",0.165,0.712,0.124,-0.2732,self,Other,neg,heavy heart break news talented actor chadwick boseman known roles black panther 42 passed away colon cancer age 43 prayers family
2983,Chris Ellington,"Unbelievably sad news that ""Black Panther"" star Chadwick Boseman passed away from cancer today. And I did not know he was sick or hear any report about him being so previously. https://t.co/9pfNXAPGhI",Sat Aug 29 03:10:22 +0000 2020,"Tampa Bay, Fl",1152,1,0,2020-08-29 03:10:00,True,"{'neg': 0.442, 'neu': 0.558, 'pos': 0.0, 'compound': -0.902}",0.442,0.558,0.0,-0.902,self,Other,neg,unbelievably sad news black panther star chadwick boseman passed away cancer today know sick hear report previously
2984,PalmBeachie,This is so sad! #chadwickboseman Chadwick Boseman passed away? I can’t believe it. ☹️ #BlackTwitter #BlackPanther,Sat Aug 29 03:10:21 +0000 2020,South Florida,355,0,0,2020-08-29 03:10:00,True,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",0.341,0.659,0.0,-0.4767,self,Other,neg,sad chadwick boseman passed away cant believe
