Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,sentiment,neg,neu,pos,compound,Original_Tweeter,Community,adjusted_sentiment,cleaned_text
1884,Adam Haywood,"Waking up to the news Chadwick Boseman has passed away is heartbreaking. RIP, Wakanda Forever",Sat Aug 29 06:28:55 +0000 2020,Staffordshire,58,0,1,2020-08-29 06:28:00,True,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}",0.25,0.75,0.0,-0.4588,self,Other,neg,waking news chadwick boseman passed away heartbreaking rip wakanda forever
1886,Cheryl Shaw,So sad to wake up and see chadwick boseman has passed away it’s so devastating he is Black Panther,Sat Aug 29 06:28:07 +0000 2020,"Glasgow, Scotland",335,0,0,2020-08-29 06:28:00,True,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.8126}",0.481,0.519,0.0,-0.8126,self,Other,neg,sad wake see chadwick boseman passed away devastating black panther
1889,Revyuh,"One of the favourite hero of children passed away at just 43... #ripchadwickboseman #ChadwickBoseman #ChadwickForever 
https://t.co/y7LbKaDV0i",Sat Aug 29 06:27:45 +0000 2020,"New Delhi, India",76,0,0,2020-08-29 06:27:00,True,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}",0.0,0.625,0.375,0.5574,self,Other,pos,one favourite hero children passed away 43
1890,Liam Parker,Waking up to see that @chadwickboseman had so very sadly passed away. A truly fantastic actor who brought Black Panther to life from the comics. Rest in Peace. Took far to soon. 😔🖤 #Fuck2020 #Yibambe https://t.co/fNZbfoDcdr,Sat Aug 29 06:27:29 +0000 2020,"Walsall, England",142,0,0,2020-08-29 06:27:00,True,"{'neg': 0.104, 'neu': 0.522, 'pos': 0.373, 'compound': 0.802}",0.104,0.522,0.373,0.802,chadwickboseman,Other,pos,waking see sadly passed away truly fantastic actor brought black panther life comics rest peace took far soon
1893,Dont Feed After Midnite PODCAST,"Just heard Chadwick Boseman passed away. Such an incredible ,talented man. Rest in peace my brother you touched so many lives with your beautiful soul. 🙏

#ChadwickBoseman #WakandaForever",Sat Aug 29 06:26:10 +0000 2020,1984,400,0,1,2020-08-29 06:26:00,True,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.8934}",0.0,0.549,0.451,0.8934,self,Other,pos,heard chadwick boseman passed away incredible talented man rest peace brother touched many lives beautiful soul
1894,Sam Otter,2020 just ☹️ Can’t believe #ChadwickBoseman has passed away ... in disbelief ...thank you for all your movies..but the black panther movie ...#WakandaForever was fire 🔥 #ripchadwickboseman https://t.co/fJf1mz5JNt,Sat Aug 29 06:25:55 +0000 2020,United Kingdom,394,0,0,2020-08-29 06:25:00,True,"{'neg': 0.161, 'neu': 0.671, 'pos': 0.168, 'compound': 0.0258}",0.161,0.671,0.168,0.0258,self,Other,neg,2020 cant believe passed away disbelief thank moviesbut black panther movie fire
1896,Yusri Williams,"Woke up this morning to the news that #ChadwickBoseman passed away after a 4 year private battle against Cancer.

I'm So Sad &amp; Upset Right Now. 💔",Sat Aug 29 06:25:30 +0000 2020,"Cape Town, South Africa",394,0,1,2020-08-29 06:25:00,True,"{'neg': 0.559, 'neu': 0.441, 'pos': 0.0, 'compound': -0.9136}",0.559,0.441,0.0,-0.9136,self,Other,neg,woke morning news passed away 4 year private battle cancer im sad amp upset right
1898,Nikkie 🍄,What the hell?! Wake up to news Black Panther has passed away 😢 #WakandaForever https://t.co/sfVpS4iDTd,Sat Aug 29 06:24:55 +0000 2020,"Immingham, England",840,0,1,2020-08-29 06:24:00,True,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.6808}",0.434,0.566,0.0,-0.6808,self,Other,neu,hell wake news black panther passed away
1899,Chelsea India - திருப்பூர்,"REST IN POWER, King T'Challa 👑

So Talanted and Disciplined Actor, A man who has been fighting with Cancer for 4 years, has Passed Away! But Still, Your Memories will be with us, King🙏
#WakandaForever

Design By : @abinavkarthik_r

#KingTchalla #BlackPanther #ChadwickBoseman https://t.co/B8YMYyzArV",Sat Aug 29 06:24:42 +0000 2020,"Tiruppur, India",203,1,1,2020-08-29 06:24:00,True,"{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.7845}",0.301,0.699,0.0,-0.7845,abinavkarthik_r,Other,neg,rest power king tchalla talanted disciplined actor man fighting cancer 4 years passed away still memories us king design
1903,mizzingN,"RIP. to our lovely king who had pass away, WAKANDA forever X. 🎗🎗🎗",Sat Aug 29 06:22:53 +0000 2020,,222,0,1,2020-08-29 06:22:00,True,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5859}",0.0,0.612,0.388,0.5859,self,Other,pos,rip lovely king pass away wakanda forever x
1904,𝐕𝐢𝐨𝐥𝐞𝐭,cadeick passed away? 😱 oh god! i didn't expect he deal with colon cancer for 4 years! my black panther 😭🥺 #WakandaForever RIP KING,Sat Aug 29 06:22:52 +0000 2020,🇲🇾,320,0,0,2020-08-29 06:22:00,True,"{'neg': 0.226, 'neu': 0.667, 'pos': 0.108, 'compound': -0.5106}",0.226,0.667,0.108,-0.5106,self,Other,neg,cadeick passed away oh god didnt expect deal colon cancer 4 years black panther rip king
1906,The Youth Ink,"#BlackPanther actor #ChadwickBoseman passed away at the age of 43. He was suffering from colon cancer. It was 2018’s Black Panther, which was historic in many ways, not least because it was the first Marvel Cinematic Universe movie with a black actor in the lead.
#WakandaForever https://t.co/42CzrxRvFW",Sat Aug 29 06:22:16 +0000 2020,"New Delhi, India",131,0,4,2020-08-29 06:22:00,True,"{'neg': 0.248, 'neu': 0.66, 'pos': 0.092, 'compound': -0.6908}",0.248,0.66,0.092,-0.6908,self,Other,neg,actor passed away age 43 suffering colon cancer 2018s black panther historic many ways least first marvel cinematic universe movie black actor lead
1907,Candu Management,"#RIP so heart broken 
The death of #ChadwickBoseman  
The Black Panther star passed away Friday from colon cancer at age 43. Boseman had been battling the disease since 2016, the year he first appeared as T’Challa in the Russo Brothers-directed Captain America: Civil War. 🙏🏻🙏🏻🙏🏻 https://t.co/ycByy1QUKo",Sat Aug 29 06:21:58 +0000 2020,"Beverly Hills, California",2816,0,1,2020-08-29 06:21:00,True,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.9545}",0.431,0.569,0.0,-0.9545,self,Other,neg,heart broken death black panther star passed away friday colon cancer age 43 boseman battling disease since 2016 year first appeared tchalla russo brothersdirected captain america civil war
1909,Mi-Soul,"A sad loss to the entertainment world today, as #ChadwickBoseman has sadly passed away.🙏
Thru his pain &amp; fight he played ICONIC roles: 

• T'Challa - Black Panther
• James Brown - Get on Up 
• Jackie Robinson - 42
• Thurgood Marshall - Marshall

R.I.E.P ChadwickBoseman 💫 🖤 https://t.co/royiPQ2v0b",Sat Aug 29 06:21:25 +0000 2020,London  • UK • Worldwide,17409,15,52,2020-08-29 06:21:00,True,"{'neg': 0.341, 'neu': 0.533, 'pos': 0.126, 'compound': -0.836}",0.341,0.533,0.126,-0.836,self,Other,neg,sad loss entertainment world today sadly passed away thru pain amp fight played iconic roles tchalla black panther james brown get jackie robinson 42 thurgood marshall marshall riep chadwickboseman
1910,S@π¡®,Black Panther passed away... RIP https://t.co/Zw717xMK5J,Sat Aug 29 06:21:05 +0000 2020,"Mumbai, India",379,0,0,2020-08-29 06:21:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,black panther passed away rip
1911,TJ Phillips,Anyone to pass away from cancer is sad but @chadwickboseman was an awesome actor! Not just Black Panther but his other films. 21 Bridges was last one I saw. #Tchalla #ripchadwickboseman https://t.co/VPVdpvJuh6,Sat Aug 29 06:20:05 +0000 2020,Hampshire,452,0,2,2020-08-29 06:20:00,True,"{'neg': 0.318, 'neu': 0.508, 'pos': 0.174, 'compound': -0.5267}",0.318,0.508,0.174,-0.5267,chadwickboseman,Other,pos,anyone pass away cancer sad awesome actor black panther films 21 bridges last one saw
1913,💕Aʅҽx💕,"Just god off work and I saw that Chadwick Boseman passed away! Black Panther is literally one of my fav movies, but he has done so many other amazing movies! #ripchadwickboseman",Sat Aug 29 06:19:52 +0000 2020,,367,0,2,2020-08-29 06:19:00,True,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.836}",0.0,0.611,0.389,0.836,self,Other,pos,god work saw chadwick boseman passed away black panther literally one fav movies done many amazing movies
1914,Emma_Jane_Me,Waking up to the sad news that Chadwick Boseman has passed away is so heartbreaking. I was in complete ore of him as Black Panther. Wakanda is mine and my nephews way of saying I Love You. So to my favourite hero ever R.I.P and you will be missed. WAKANDA FOREVER 🙏🏾😢💔🖤👑 https://t.co/68662K4XVR,Sat Aug 29 06:19:46 +0000 2020,,87,0,0,2020-08-29 06:19:00,True,"{'neg': 0.23, 'neu': 0.554, 'pos': 0.216, 'compound': 0.128}",0.23,0.554,0.216,0.128,self,Other,neu,waking sad news chadwick boseman passed away heartbreaking complete ore black panther wakanda mine nephews way saying love favourite hero ever rip missed wakanda forever
1915,Raja Vaitla,Black Panther Chadwick Boseman passed away fighting with colonial cancer....In the world of WAKHANDA death is not the end....He will live &amp; remembered in hearts of millions of fans worldwide. #RIPChadwick #WakhandaForever https://t.co/xJvQNc2wQp,Sat Aug 29 06:19:35 +0000 2020,,99,0,0,2020-08-29 06:19:00,True,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.7506}",0.262,0.738,0.0,-0.7506,self,Other,neg,black panther chadwick boseman passed away fighting colonial cancerin world wakhanda death endhe live amp remembered hearts millions fans worldwide
1923,Scott Blalock,"Chadwick Boseman, the star of Black Panther, has passed away from stage 4 colon cancer. RIP Chadwick. #ChadwickBoseman",Sat Aug 29 06:16:17 +0000 2020,Southern California,1026,0,0,2020-08-29 06:16:00,True,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6597}",0.286,0.714,0.0,-0.6597,self,Other,neg,chadwick boseman star black panther passed away stage 4 colon cancer rip chadwick
1924,Jen,"Hate this year, actually can’t believe this, just so dreadfully sad. He was incredible as Black Panther, dreading telling Freya and Heidi that one of their favourite superheroes has passed away 😞 #ripchadwickboseman",Sat Aug 29 06:15:56 +0000 2020,,39,0,1,2020-08-29 06:15:00,True,"{'neg': 0.257, 'neu': 0.542, 'pos': 0.201, 'compound': -0.3711}",0.257,0.542,0.201,-0.3711,self,Other,neg,hate year actually cant believe dreadfully sad incredible black panther dreading telling freya heidi one favourite superheroes passed away
1927,"Yagami, King Of Souls","For anyone who hasn't seen or heard the news, Black Panther actor Chadwick Boseman has passed away....😭😭
Condolences to his family and may he rest in peace!!! #WakandaForever",Sat Aug 29 06:15:23 +0000 2020,"Texas, USA",372,0,0,2020-08-29 06:15:00,True,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5423}",0.0,0.821,0.179,0.5423,self,Other,pos,anyone hasnt seen heard news black panther actor chadwick boseman passed away condolences family may rest peace
1937,Ngenarr-Yassin Jeng,"The way I screamed ""what"" when MJ said black panther passed away. Nah I am so sad.",Sat Aug 29 06:11:41 +0000 2020,Washington DC | Gambia,8328,0,2,2020-08-29 06:11:00,True,"{'neg': 0.493, 'neu': 0.507, 'pos': 0.0, 'compound': -0.7003}",0.493,0.507,0.0,-0.7003,self,Other,neg,way screamed mj said black panther passed away nah sad
1938,Rahul Joshi,"2020 is getting worse, another legend @chadwickboseman passed away due to colon cancer. My greatest condolences to his family, friends &amp; fans. You will always be missed.
.
.
.
.
.
.
#RestInPower #RestInPowerKing 
#ChadwickBoseman #WakandaForever #Blackpanter https://t.co/tZI2PivRoy",Sat Aug 29 06:10:52 +0000 2020,"Ahmadabad City, India",29,0,1,2020-08-29 06:10:00,True,"{'neg': 0.323, 'neu': 0.433, 'pos': 0.243, 'compound': -0.34}",0.323,0.433,0.243,-0.34,chadwickboseman,Other,neg,2020 getting worse another legend passed away due colon cancer greatest condolences family friends amp fans always missed
1939,Lorenzo Gamboa,Die so young 💔 😭 #chadwickboseman passed away at 43 miss you #RIPBlackPanther  best actor play back panther https://t.co/1I4eiysxvA,Sat Aug 29 06:10:49 +0000 2020,,147,0,0,2020-08-29 06:10:00,True,"{'neg': 0.288, 'neu': 0.366, 'pos': 0.346, 'compound': 0.2732}",0.288,0.366,0.346,0.2732,self,Other,pos,die young passed away 43 miss best actor play back panther
1940,Slick C the Young MC,@joshturnermusic i was stun '' when some one told me did you hear black panther has pass away '' i was like noooo what you talking about then i check news real quick and was just stun he DAM '' great actor and will be missed alot '' a marvel legend'' RIP Chadwick Bosemen...♥️♥️♥️,Sat Aug 29 06:10:24 +0000 2020,United world citizen ,5019,0,0,2020-08-29 06:10:00,True,"{'neg': 0.065, 'neu': 0.655, 'pos': 0.28, 'compound': 0.802}",0.065,0.655,0.28,0.802,joshturnermusic,Other,pos,stun one told hear black panther pass away like noooo talking check news real quick stun dam great actor missed alot marvel legend rip chadwick bosemen
1941,Mango News,"Los Angeles: Actor Chadwick Boseman Lead Actor in Marvel's- 'Black Panther' movie has passed away with colon cancer on Friday after a four-year battle at his home in Los Angeles.

#ChadwickBoseman #RIPChadwickBoseman #BlackPanther #Wakanda #Marvel #Cancer #RestInPeace #MangoNews https://t.co/f169C6Flyw",Sat Aug 29 06:10:17 +0000 2020,Hyderabad,2015,0,1,2020-08-29 06:10:00,True,"{'neg': 0.25, 'neu': 0.643, 'pos': 0.107, 'compound': -0.6124}",0.25,0.643,0.107,-0.6124,self,Other,neg,los angeles actor chadwick boseman lead actor marvels black panther movie passed away colon cancer friday fouryear battle home los angeles
1943,Keith Schofield,Shocked and saddened to wake up to one of the finest MCU actors who has passed away. RIP Chadwick Boseman. Wakanda Forever. A legend https://t.co/cfzVDdEJYl,Sat Aug 29 06:09:18 +0000 2020,,849,0,2,2020-08-29 06:09:00,True,"{'neg': 0.305, 'neu': 0.695, 'pos': 0.0, 'compound': -0.6908}",0.305,0.695,0.0,-0.6908,self,Other,neg,shocked saddened wake one finest mcu actors passed away rip chadwick boseman wakanda forever legend
1944,Amy 🍄,"One of the best actor Or person known for his role king T'challa 𝘽𝙡𝙖𝙘𝙠 𝙋𝙖𝙣𝙩𝙝𝙚𝙧 #ChadwickBoseman  passed away 💔 but left so much memories in our heart ❤
𝓦𝓮 𝔀𝓲𝓵𝓵 𝓶𝓲𝓼𝓼 𝔂𝓸𝓾 💔💔
#WakandaForever https://t.co/aj1v6k8GpG",Sat Aug 29 06:08:51 +0000 2020,Kanpur,12,0,3,2020-08-29 06:08:00,True,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.0,0.819,0.181,0.6369,self,Other,pos,one best actor person known role king tchalla 𝘽𝙡𝙖𝙘𝙠 𝙋𝙖𝙣𝙩𝙝𝙚𝙧 passed away left much memories heart 𝓦𝓮 𝔀𝓲𝓵𝓵 𝓶𝓲𝓼𝓼 𝔂𝓸𝓾
1945,PhantomGaming,"The actor of Black Panther, King T'Challa, has had passed away from surgery and cancer, and lots of people are paying respects for him, and I feel like, from being a fan of Black Panther and Marvel, I shall do the same
#WakandaForever #RIP #BlackPanther https://t.co/CCGnSSBBe4",Sat Aug 29 06:08:17 +0000 2020,,98,1,4,2020-08-29 06:08:00,True,"{'neg': 0.15, 'neu': 0.512, 'pos': 0.338, 'compound': 0.5423}",0.15,0.512,0.338,0.5423,self,Other,pos,actor black panther king tchalla passed away surgery cancer lots people paying respects feel like fan black panther marvel shall
1948,Simply Michka,I can't believe Chadwick Boseman passed away 🥺😥. The Black Panther is gone. RIP 🙏,Sat Aug 29 06:07:46 +0000 2020,"Florida, USA",140,0,1,2020-08-29 06:07:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,cant believe chadwick boseman passed away black panther gone rip
1949,Phil,Yibambe! Gutted to hear that Chadwick Bozeman has passed away. RIP Black Panther #WakandaForever #BlackPanther,Sat Aug 29 06:07:11 +0000 2020,,342,0,0,2020-08-29 06:07:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,self,Other,neu,yibambe gutted hear chadwick bozeman passed away rip black panther
1950,Jan-Willem Beekmans,A talented man gave it all and now has passed away. Rest in peace Chadwick Boseman. #rip  #ChadwickBoseman https://t.co/HTyDAmgmrj,Sat Aug 29 06:07:07 +0000 2020,"Netherlands, Den Bosch",342,0,0,2020-08-29 06:07:00,True,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.7783}",0.0,0.507,0.493,0.7783,self,Other,pos,talented man gave passed away rest peace chadwick boseman
