Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,Original_Tweeter,mentions,retweet_id,reply_to,neg,neu,pos,compound,Community,engagement_rate,followers_per_tweet,log_engagement_rate,log_followers_per_tweet,tweet_id,tweet_type,linked_tweet_id,tweet_text_lower,content_category
3643,beyond super,"Black Panther actor Chadwick Boseman passed away at the age of 43 on August 28, 2020, due to colon cancer, which he was diagnosed with 4 years ago. Rest in peace Chadwick Boseman https://t.co/0QxoQIxV2C",Sat Aug 29 02:39:18 +0000 2020,India,8,2,3,2020-08-29 02:39:18+00:00,False,self,,Missing_Retweet_ID,,0.113,0.797,0.09,-0.2263,Other,0.625,0.0021959923140269007,0.4855078157817008,0.0021935846470730676,3687,original,,"black panther actor chadwick boseman passed away at the age of 43 on august 28, 2020, due to colon cancer, which he was diagnosed with 4 years ago. rest in peace chadwick boseman https://t.co/0qxoqixv2c",Black Panther
3648,evolution,@cmclymer I am stunned Chadwick Boseman  passed away too. What a terrible loss. Wakanda forever. RIP. (I assumed you were referencing this...) https://t.co/AiMxLXFZeh,Sat Aug 29 02:39:07 +0000 2020,,381,2,30,2020-08-29 02:39:07+00:00,True,cmclymer,@cmclymer,Missing_Retweet_ID,cmclymer,0.274,0.726,0.0,-0.7003,Other,0.08398950131233596,0.10444078947368421,0.08064821783433179,0.09933913399712527,3692,original,,@cmclymer i am stunned chadwick boseman  passed away too. what a terrible loss. wakanda forever. rip. (i assumed you were referencing this...) https://t.co/aimxlxfzeh,Black Panther
3651,prophets of geek culture,Chadwick Boseman well known for his role as Black Panther has passed away from cancer,Sat Aug 29 02:39:03 +0000 2020,,28,1,1,2020-08-29 02:39:03+00:00,False,self,,Missing_Retweet_ID,,0.226,0.667,0.108,-0.5106,Other,0.07142857142857142,0.007669131744727472,0.06899287148695145,0.007639873449137496,3695,original,,chadwick boseman well known for his role as black panther has passed away from cancer,Black Panther
3672,memetivity,"Sad, sad news this morning.
Black Panther star, Chadwick Boseman passed away at 43

#Wakandaforever https://t.co/LVWOSf3Tg1",Sat Aug 29 02:38:10 +0000 2020,,20,42,165,2020-08-29 02:38:10+00:00,True,self,,Missing_Retweet_ID,,0.307,0.693,0.0,-0.7351,Other,10.35,0.0054466230936819175,2.4292177439274116,0.005431843882361694,3716,original,,"sad, sad news this morning.
black panther star, chadwick boseman passed away at 43

#wakandaforever https://t.co/lvwosf3tg1",Black Panther
3745,mister gq bloggs,We are coming with sad news that Black Panther star Chadwick Boseman has passed away at age 43. https://t.co/wHABqljYFt,Sat Aug 29 02:35:59 +0000 2020,"Baltimore, MD",36,2,17,2020-08-29 02:35:59+00:00,True,self,,Missing_Retweet_ID,,0.147,0.853,0.0,-0.4767,Other,0.5277777777777778,0.009612817089452604,0.4238142467763609,0.009566907939613003,3789,original,,we are coming with sad news that black panther star chadwick boseman has passed away at age 43. https://t.co/whabqljyft,Black Panther
3756,bleh,@silver_sage45 @jacksfilms Chadwick Bosemen (aka black panther) passed away from colon cancer,Sat Aug 29 02:35:46 +0000 2020,,8,0,1,2020-08-29 02:35:46+00:00,False,silver_sage45,"@silver_sage45, @jacksfilms",Missing_Retweet_ID,silver_sage45,0.286,0.714,0.0,-0.6597,Other,0.125,0.002129925452609159,0.11778303565638346,0.0021276603771167267,3800,original,,@silver_sage45 @jacksfilms chadwick bosemen (aka black panther) passed away from colon cancer,Black Panther
3804,hood vogue is tired of poverty,Black panther will be talked about till the end of time. Will forever be rewatched. Ill never forget the excitement and joy it gave a lot of us. I hope Chadwick passed away knowing that the work he gave is majorly appreciated. ,Sat Aug 29 02:34:10 +0000 2020,"Louisiana, USA",690936,32729,150182,2020-08-29 02:34:10+00:00,False,self,,Missing_Retweet_ID,,0.106,0.662,0.233,0.7601,Other,0.26472929475378326,181.63406940063092,0.23485810303695204,5.207484530169093,3848,original,,black panther will be talked about till the end of time. will forever be rewatched. ill never forget the excitement and joy it gave a lot of us. i hope chadwick passed away knowing that the work he gave is majorly appreciated. ,Black Panther
3825,angad bhatia,Chandwick Boseman Aka The Black Panther has passed away. My brother is in peace now. #WakandaForever,Sat Aug 29 02:33:23 +0000 2020,,5,1,0,2020-08-29 02:33:23+00:00,True,self,,Missing_Retweet_ID,,0.0,0.811,0.189,0.5423,Other,0.2,0.00130718954248366,0.18232155679395465,0.0013063359140554616,3869,original,,chandwick boseman aka the black panther has passed away. my brother is in peace now. #wakandaforever,Black Panther
3845,yosho,@AaronNaTahimik @jacksfilms Chadwick boseman (the actor of black panther) passed away of colon cancer,Sat Aug 29 02:32:57 +0000 2020,he/him,247,0,94,2020-08-29 02:32:57+00:00,False,AaronNaTahimik,"@AaronNaTahimik, @jacksfilms",Missing_Retweet_ID,AaronNaTahimik,0.253,0.747,0.0,-0.6597,Other,0.3805668016194332,0.06423927178153446,0.32249414065553955,0.06226024513177276,3889,original,,@aaronnatahimik @jacksfilms chadwick boseman (the actor of black panther) passed away of colon cancer,Black Panther
3893,alex🥛,Chadwick the man that played black panther passed away? Dawg wtf,Sat Aug 29 02:31:31 +0000 2020,,52,1,4,2020-08-29 02:31:31+00:00,False,self,,Missing_Retweet_ID,,0.25,0.592,0.158,-0.34,Other,0.09615384615384616,0.013357307988697662,0.0918075492531228,0.013268885669518888,3937,original,,chadwick the man that played black panther passed away? dawg wtf,Black Panther
3908,humza khan ❤⭐,"HEARTBREAKING: Beloved Black Panther superstar, Chadwick Boseman, has passed away at 43 years old from colon cancer after being diagnosed in 2016.  
#chadwickboseman https://t.co/CDZHtlLq8b",Sat Aug 29 02:30:59 +0000 2020,"Karachi, Pakistan",114,1,7,2020-08-29 02:30:59+00:00,False,self,,Missing_Retweet_ID,,0.251,0.647,0.102,-0.7034,Other,0.07017543859649122,0.02917093142272262,0.06782259633876109,0.028753557169923998,3952,original,,"heartbreaking: beloved black panther superstar, chadwick boseman, has passed away at 43 years old from colon cancer after being diagnosed in 2016.  
#chadwickboseman https://t.co/cdzhtllq8b",Black Panther
3934,howardholton,"Sad day, we lost another great actor. Chadwick Boseman passed away today at 43. Diagnosed in 2016 with colon cancer, he lost his battle and passed today.

You probably know him as the Black Panther in the Marvel movies Civil War, Endgame and Black Panthe https://t.co/u8BmlmkUZ3",Sat Aug 29 02:29:55 +0000 2020,"Denver, CO",47,1,2,2020-08-29 02:29:55+00:00,True,self,,Missing_Retweet_ID,,0.293,0.598,0.109,-0.8934,Other,0.06382978723404255,0.011947127605490595,0.06187540371808747,0.011876324051312823,3978,original,,"sad day, we lost another great actor. chadwick boseman passed away today at 43. diagnosed in 2016 with colon cancer, he lost his battle and passed today.

you probably know him as the black panther in the marvel movies civil war, endgame and black panthe https://t.co/u8bmlmkuz3",Marvel
3964,smashmariopro2000,"I am absolutely devastated at hearing Chadwich Boseman's had passed away.  This was heartbreaking to hear, especially how he was only 43, taken way too soon.  This is easily my favorite scene with Black Panther because of the amazing dialogue. May he rest in peace #WakandaForever https://t.co/SFFCMd0HSt",Sat Aug 29 02:29:00 +0000 2020,Morioh,354,10,28,2020-08-29 02:29:00+00:00,True,self,,Missing_Retweet_ID,,0.122,0.667,0.212,0.6605,Other,0.10734463276836158,0.08930373360242179,0.10196492665668808,0.08553871562487404,4008,original,,"i am absolutely devastated at hearing chadwich boseman's had passed away.  this was heartbreaking to hear, especially how he was only 43, taken way too soon.  this is easily my favorite scene with black panther because of the amazing dialogue. may he rest in peace #wakandaforever https://t.co/sffcmd0hst",Black Panther
3985,"colton ""cj"" wilson",So sad to hear that @chadwickboseman just passed away from colon cancer. @Marvel just lost an amazing actor that portrayed Black Panther. I send my best wishes to Chadwicks family for their sudden loss.,Sat Aug 29 02:28:11 +0000 2020,"Noblesville, IN",15,0,2,2020-08-29 02:28:11+00:00,True,chadwickboseman,"@chadwickboseman, @Marvel",Missing_Retweet_ID,,0.258,0.542,0.2,-0.4201,6.0,0.13333333333333333,0.0037641154328732747,0.12516314295400602,0.003757048877712257,4029,original,,so sad to hear that @chadwickboseman just passed away from colon cancer. @marvel just lost an amazing actor that portrayed black panther. i send my best wishes to chadwicks family for their sudden loss.,Marvel
3998,nowthis impact,"BREAKING: Chadwick Boseman  star of 'Black Panther'  has passed away from colon cancer at age 43. His family confirmed the news on Twitter Friday night, saying he died in his home, with his wife and family by his side. Here was his moving SAG award acceptance speech from 2019 https://t.co/P4rrUIK0HP",Sat Aug 29 02:27:44 +0000 2020,The Internet & NYC,2589096,41297,104246,2020-08-29 02:27:44+00:00,False,self,,Missing_Retweet_ID,,0.132,0.76,0.107,-0.3612,Other,0.0562138290739316,647.5977988994497,0.05469065443915127,6.474812800249589,4042,original,,"breaking: chadwick boseman  star of 'black panther'  has passed away from colon cancer at age 43. his family confirmed the news on twitter friday night, saying he died in his home, with his wife and family by his side. here was his moving sag award acceptance speech from 2019 https://t.co/p4rruik0hp",Black Panther
4059,reel anarchy,"Chadwick Boseman star of Black Panther, 42, Marshall and Da 5 Bloods has sadly passed away at the age of 43 after a 4-year battle with cancer. 

Rest in power Chadwick  https://t.co/x31wX9yBtH",Sat Aug 29 02:25:23 +0000 2020,"New York, USA",7165,397,1101,2020-08-29 02:25:23+00:00,True,self,,Missing_Retweet_ID,,0.266,0.734,0.0,-0.8689,Other,0.20907187718073972,1.7652131066765213,0.1898530216278681,1.017117704943399,4103,original,,"chadwick boseman star of black panther, 42, marshall and da 5 bloods has sadly passed away at the age of 43 after a 4-year battle with cancer. 

rest in power chadwick  https://t.co/x31wx9ybth",Black Panther
4095,patriots.convos,"@Zames231 @Dom_2k Dom Chadwick Boseman, the guy that plays Black Panther just passed away RIP ",Sat Aug 29 02:23:59 +0000 2020,,8,0,2,2020-08-29 02:23:59+00:00,True,Zames231,"@Zames231, @Dom_2k",Missing_Retweet_ID,Zames231,0.0,0.875,0.125,0.25,Other,0.25,0.0019536019536019536,0.22314355131420976,0.0019516961550162869,4139,original,,"@zames231 @dom_2k dom chadwick boseman, the guy that plays black panther just passed away rip ",Black Panther
4118,flutegirl2406 💚🎶❄️☃️🩺,"Chadwick Boseman has passed away. Unbelievable. Too young. Too soon. 
Rest In Peace Black Panther 
https://t.co/iYas7WzGsd",Sat Aug 29 02:23:03 +0000 2020,,1661,22,85,2020-08-29 02:23:03+00:00,False,self,,Missing_Retweet_ID,,0.0,0.725,0.275,0.6486,Other,0.06441902468392535,0.40335114133074307,0.062429133584293875,0.3388630487300432,4162,original,,"chadwick boseman has passed away. unbelievable. too young. too soon. 
rest in peace black panther 
https://t.co/iyas7wzgsd",Black Panther
4146,the film exiles podcast,"Very sad news today. 

Black Panther and Da 5 Bloods star Chadwick Boseman has passed away at the young age of 43 after battling cancer.

He brought great joy to many and will be missed. Our thoughts are with his family and friends.

Rest in Peace. https://t.co/Cyf5J8T9cI",Sat Aug 29 02:21:22 +0000 2020,,1571,24,78,2020-08-29 02:21:22+00:00,True,self,,Missing_Retweet_ID,,0.187,0.588,0.224,0.5279,Other,0.06492679821769573,0.37891944042450554,0.0629060627312028,0.32130017826824636,4190,original,,"very sad news today. 

black panther and da 5 bloods star chadwick boseman has passed away at the young age of 43 after battling cancer.

he brought great joy to many and will be missed. our thoughts are with his family and friends.

rest in peace. https://t.co/cyf5j8t9ci",Black Panther
4170,naya,Chadwick Boseman passed away. This is so devastating ! May you Rest In Peace! Youll forever be black panther. Thank you leaving such a great memories behind https://t.co/eOubRL51oh,Sat Aug 29 02:19:59 +0000 2020,,148,2,8,2020-08-29 02:19:59+00:00,False,self,,Missing_Retweet_ID,,0.144,0.576,0.28,0.6361,Other,0.06756756756756757,0.035491606714628296,0.06538275926285174,0.03487629628190553,4214,original,,chadwick boseman passed away. this is so devastating ! may you rest in peace! youll forever be black panther. thank you leaving such a great memories behind https://t.co/eoubrl51oh,Black Panther
4213,ryan field,"Stunned and saddened at the news Chadwick Bozeman has passed away from colon cancer at 43. 

He shined as Black Panther, James Brown and Jackie Robinson. 

MLB is celebrating Jackie Robinson Day today. Wow. https://t.co/9LqXDq1ZAO",Sat Aug 29 02:15:12 +0000 2020,"New York, NY",25468,268,1171,2020-08-29 02:15:12+00:00,True,self,,Missing_Retweet_ID,,0.197,0.642,0.161,-0.1779,Other,0.05650227736767709,6.04509850462853,0.05496371364919683,1.952332127457085,4257,original,,"stunned and saddened at the news chadwick bozeman has passed away from colon cancer at 43. 

he shined as black panther, james brown and jackie robinson. 

mlb is celebrating jackie robinson day today. wow. https://t.co/9lqxdq1zao",Black Panther
14,bpm talks, Blackopolypse Podcast E41 RIP Chadwick Bosewick and 19 Black Families Buy 97 Acres of Land? We pay homageto T'Challa (Black Panther) who passed away this week (RIP). Should We Suffer now on earth in the hope that we will get rewarded... https://t.co/EYMHsTxoTA,Thu Sep 24 07:32:40 +0000 2020,,70,1,3,2020-09-24 07:32:40+00:00,True,self,,Missing_Retweet_ID,,0.105,0.833,0.062,-0.25,Other,0.05714285714285714,5.0,0.055569851154810765,1.791759469228055,4279,original,, blackopolypse podcast e41 rip chadwick bosewick and 19 black families buy 97 acres of land? we pay homageto t'challa (black panther) who passed away this week (rip). should we suffer now on earth in the hope that we will get rewarded... https://t.co/eymhstxota,Black Panther
45,magusware™,"@CAPTAIN_LEVl @cooldud61661105 @chadwickboseman Not to mention handling such tragedies tastefully can also add the memory of a passed actor. Not by replacing him with another actor, but having another character take over the mantle of Black Panther. Like Shuri.",Tue Sep 15 18:46:35 +0000 2020,At the computer.,15,0,1,2020-09-15 18:46:35+00:00,False,CAPTAIN_LEVl,"@CAPTAIN_LEVl, @cooldud61661105, @chadwickboseman",Missing_Retweet_ID,CAPTAIN_LEVl,0.047,0.874,0.079,0.3182,42.0,0.06666666666666667,0.3333333333333333,0.06453852113757118,0.2876820724517809,4310,original,,"@captain_levl @cooldud61661105 @chadwickboseman not to mention handling such tragedies tastefully can also add the memory of a passed actor. not by replacing him with another actor, but having another character take over the mantle of black panther. like shuri.",Black Panther
52,antoino games,The star of black panther Chadwick Boseman has passed away love you king and you will always be in our hearts Wakanda Forever,Mon Sep 14 20:40:25 +0000 2020,,1,0,2,2020-09-14 20:40:25+00:00,False,self,,Missing_Retweet_ID,,0.0,0.84,0.16,0.6369,Other,2.0,0.019230769230769232,1.0986122886681098,0.01904819497069448,4317,original,,the star of black panther chadwick boseman has passed away love you king and you will always be in our hearts wakanda forever,Black Panther
54,top5spot,"(Letitia Wright) who played Shuri in 2018s The #BlackPanter and other titles in the MCU is rumored to take the role of the next black panther, it was also stated that because Chadwick had passed theyll figure out how they can explain his character (Tchalla) Death. https://t.co/rGe7iJjhef",Mon Sep 14 09:16:25 +0000 2020,"Lancaster, CA",24,0,2,2020-09-14 09:16:25+00:00,True,self,,Missing_Retweet_ID,,0.076,0.877,0.047,-0.3612,Other,0.08333333333333333,0.4444444444444444,0.08004270767353643,0.36772478012531734,4319,original,,"(letitia wright) who played shuri in 2018s the #blackpanter and other titles in the mcu is rumored to take the role of the next black panther, it was also stated that because chadwick had passed theyll figure out how they can explain his character (tchalla) death. https://t.co/rge7ijjhef",Black Panther
63,msf-989,@TESOnline What I do every other weekend as a PVE only solor player thats finished ever quest in game. Use outfit station to make cosplay armor builds like this one of #BlackPanther I made in memory of #ChadwickBoseman when he passed away. https://t.co/TAV2VRo8Tc,Sat Sep 12 13:39:06 +0000 2020,,44,0,7,2020-09-12 13:39:06+00:00,False,TESOnline,@TESOnline,Missing_Retweet_ID,TESOnline,0.0,0.94,0.06,0.3612,Other,0.1590909090909091,0.6984126984126984,0.1476359988060646,0.5296941080703734,4328,original,,@tesonline what i do every other weekend as a pve only solor player thats finished ever quest in game. use outfit station to make cosplay armor builds like this one of #blackpanther i made in memory of #chadwickboseman when he passed away. https://t.co/tav2vro8tc,Black Panther
78,jamshid6969,@MarkRuffalo @chadwickboseman I cant believe that Chadwick Boseman passed away rip. Wakanda Forever. #BlackPanter,Thu Sep 10 11:02:02 +0000 2020,"Pakenham, Victoria ",12,1,3,2020-09-10 11:02:02+00:00,True,MarkRuffalo,"@MarkRuffalo, @chadwickboseman",Missing_Retweet_ID,MarkRuffalo,0.0,1.0,0.0,0.0,4.0,0.3333333333333333,0.15384615384615385,0.2876820724517809,0.14310084364067333,4343,original,,@markruffalo @chadwickboseman i cant believe that chadwick boseman passed away rip. wakanda forever. #blackpanter,Black Panther
115,depressjournalism,"https://t.co/J8T80wc9rO

On Saturday, August 29 (WIB) Chadwick Boseman, an actor who played King TChalla passed away. Rest in Power, King
Written by Anastasia

#chadwickboseman #restinpieceking #blackpanther #news #augustissues #depressjournalism #journalism https://t.co/FWRKoRUajW",Sun Sep 06 11:04:49 +0000 2020,,7,1,1,2020-09-06 11:04:49+00:00,False,self,,Missing_Retweet_ID,,0.0,0.926,0.074,0.34,Other,0.2857142857142857,0.06086956521739131,0.2513144282809061,0.059088916370006496,4380,original,,"https://t.co/j8t80wc9ro

on saturday, august 29 (wib) chadwick boseman, an actor who played king tchalla passed away. rest in power, king
written by anastasia

#chadwickboseman #restinpieceking #blackpanther #news #augustissues #depressjournalism #journalism https://t.co/fwrkoruajw",Black Panther
137,legend⚡️,@My_Moment95 @EvelKneidel Hes not being let in its more like Stan Lee is waiting for him..... like theyre being reunited in the after life bc ya know Stan Lee is the creator of the entire Marvel Universe.. including Black Panther &amp; he also passed away..........,Sat Sep 05 04:22:47 +0000 2020,,227,0,149,2020-09-05 04:22:47+00:00,False,My_Moment95,"@My_Moment95, @EvelKneidel",Missing_Retweet_ID,My_Moment95,0.0,0.834,0.166,0.8119,Other,0.6563876651982379,1.6569343065693432,0.5046391259084918,0.9771729418086158,4402,original,,@my_moment95 @evelkneidel hes not being let in its more like stan lee is waiting for him..... like theyre being reunited in the after life bc ya know stan lee is the creator of the entire marvel universe.. including black panther &amp; he also passed away..........,Marvel
155,leno penha,"@johncampea Richard Harris wasn't playing the lead in the Harry Potter movies. Stan Lee was a creator, not a actor embodying the part. To each one's own, I would rather see Black Panther's title be passed to someone else while honoring the memory of T'Challa.",Fri Sep 04 05:06:48 +0000 2020,,2,1,5,2020-09-04 05:06:48+00:00,False,johncampea,@johncampea,Missing_Retweet_ID,johncampea,0.035,0.891,0.074,0.4035,Other,3.0,0.012903225806451613,1.3862943611198906,0.012820688429061436,4420,original,,"@johncampea richard harris wasn't playing the lead in the harry potter movies. stan lee was a creator, not a actor embodying the part. to each one's own, i would rather see black panther's title be passed to someone else while honoring the memory of t'challa.",Black Panther
251,laura e,I was shocked and saddened to find out the news Chadwick Boseman a great and talent actor had passed last Friday . Our heart's and thought go out to Chadwick's family and friends during this heartbreaking time. R.I.P Black Panther. #ChadwickForever https://t.co/dOwklITlZ7,Wed Sep 02 03:55:07 +0000 2020,York England,39,0,4,2020-09-02 03:55:07+00:00,True,self,,Missing_Retweet_ID,,0.168,0.638,0.193,0.3182,Other,0.10256410256410256,0.1553784860557769,0.097638469563916,0.1444279838487358,4476,original,,i was shocked and saddened to find out the news chadwick boseman a great and talent actor had passed last friday . our heart's and thought go out to chadwick's family and friends during this heartbreaking time. r.i.p black panther. #chadwickforever https://t.co/dowklitlz7,Black Panther
272,"wayne, bruce leroy",Totally agree. A friend &amp; I were discussing this earlier. Stop saying the Black Panther is dead! The Black Panther is a mantle that passes down from generation to generation. The man who played T'Challa has passed &amp; now sits on the ancestral plane. Act like you watched the film!,Tue Sep 01 20:10:26 +0000 2020,Classified Location #84,221,17,58,2020-09-01 20:10:26+00:00,False,self,,Missing_Retweet_ID,,0.11,0.692,0.198,0.6434,Other,0.3393665158371041,0.8125,0.2921967528063076,0.5947071077466928,4484,original,,totally agree. a friend &amp; i were discussing this earlier. stop saying the black panther is dead! the black panther is a mantle that passes down from generation to generation. the man who played t'challa has passed &amp; now sits on the ancestral plane. act like you watched the film!,Black Panther
348,aura of twilight,"@latimes My memory is crap to begin with, but I know for a fact that I loved Chad's performance as the Black Panther. When I heard he had passed I nearly started balling. You could tell he was a beautiful soul even if he was acting or not. He died young but left a lasting legacy. RIP ",Mon Aug 31 23:21:31 +0000 2020,,36,2,38,2020-08-31 23:21:31+00:00,True,latimes,@latimes,Missing_Retweet_ID,latimes,0.029,0.737,0.234,0.9412,25.0,1.1111111111111112,0.10344827586206896,0.7472144018302211,0.09844007281325252,4494,original,,"@latimes my memory is crap to begin with, but i know for a fact that i loved chad's performance as the black panther. when i heard he had passed i nearly started balling. you could tell he was a beautiful soul even if he was acting or not. he died young but left a lasting legacy. rip ",Black Panther
377,sky realest,"@MarvelStudios Any other black panther actor should be black, and someone unknown, showing in the movie how he passed on n hand over his crown to maybe his son to protect wakanda or help in time of crisis.. and don't use any white person or big Hollywood name to play that character in respect",Mon Aug 31 17:21:41 +0000 2020,Jamaica,23,0,4,2020-08-31 17:21:41+00:00,False,MarvelStudios,@MarvelStudios,Missing_Retweet_ID,MarvelStudios,0.0,0.774,0.226,0.9186,7.0,0.17391304347826086,0.0610079575596817,0.16034265007517937,0.05921935965997122,4501,original,,"@marvelstudios any other black panther actor should be black, and someone unknown, showing in the movie how he passed on n hand over his crown to maybe his son to protect wakanda or help in time of crisis.. and don't use any white person or big hollywood name to play that character in respect",Marvel
736,myli_visus_žmones,@dprises @halleberry @jemelehill That doesn't do anything but show him Black Panther was an actor in the suit and not the true nature of the character he looks up to. The actor may have passed but Black Panther lives within my son thanks to @chadwickboseman and I won't kill that Black excellence he helped create,Sun Aug 30 01:53:45 +0000 2020,,367,0,21,2020-08-30 01:53:45+00:00,False,dprises,"@dprises, @halleberry, @jemelehill, @chadwickboseman",Missing_Retweet_ID,dprises,0.043,0.708,0.249,0.9456,28.0,0.05722070844686648,0.4986413043478261,0.05564349156870317,0.40455890052462623,4579,original,,@dprises @halleberry @jemelehill that doesn't do anything but show him black panther was an actor in the suit and not the true nature of the character he looks up to. the actor may have passed but black panther lives within my son thanks to @chadwickboseman and i won't kill that black excellence he helped create,Black Panther
793,jjemba vincent,"@suppandiiii @Aubameyang7 Yo favorite movie actor in ""Black Panther ""passed on,my deeply heated condolences to little Bro",Sat Aug 29 22:47:32 +0000 2020,,1,0,1,2020-08-29 22:47:32+00:00,False,suppandiiii,"@suppandiiii, @Aubameyang7",Missing_Retweet_ID,suppandiiii,0.0,0.842,0.158,0.4588,Other,1.0,0.0012610340479192938,0.6931471805599453,0.0012602396122877377,4585,original,,"@suppandiiii @aubameyang7 yo favorite movie actor in ""black panther ""passed on,my deeply heated condolences to little bro",Black Panther
809,🎀👑 🍰bianca 🩰,"So I named my adopt me owl wakanda and sadly we found out that the actor who says wakanda forever, which inspired my owls name, has passed. Everytime Ill take out wakanda, Ill think of him. Sorry for the sadness but I needed to share this...",Sat Aug 29 22:24:13 +0000 2020,,17,0,1,2020-08-29 22:24:13+00:00,True,self,,Missing_Retweet_ID,,0.172,0.703,0.125,-0.1073,Other,0.058823529411764705,0.021013597033374538,0.05715841383994861,0.020795856462486377,4593,original,,"so i named my adopt me owl wakanda and sadly we found out that the actor who says wakanda forever, which inspired my owls name, has passed. everytime ill take out wakanda, ill think of him. sorry for the sadness but i needed to share this...",Black Panther
838,cgkgod,The theme for tonight is beautiful and it means a lot to me cause one of my fav actor pass on rest in power my king ( black panther) #ElitesForEricaForever,Sat Aug 29 21:28:39 +0000 2020,,10,1,5,2020-08-29 21:28:39+00:00,False,self,,Missing_Retweet_ID,,0.0,0.79,0.21,0.7845,Other,0.6,0.011933174224343675,0.4700036292457356,0.011862535309820031,4601,original,,the theme for tonight is beautiful and it means a lot to me cause one of my fav actor pass on rest in power my king ( black panther) #elitesforericaforever,Black Panther
1249,musicforthesol,"Great actor, great guy cant believe he passed so early :/
.
.
.
#ChadwickBoseman #ChadwickForever #BlackPanther #Avengers #ripchadwickboseman #rip #RIPBlackPanther #RIPChadBoseman",Sat Aug 29 14:27:11 +0000 2020,,10,0,1,2020-08-29 14:27:11+00:00,True,self,,Missing_Retweet_ID,,0.1,0.595,0.305,0.7595,Other,0.1,0.008006405124099279,0.09531017980432487,0.00797452391876949,4645,original,,"great actor, great guy cant believe he passed so early :/
.
.
.
#chadwickboseman #chadwickforever #blackpanther #avengers #ripchadwickboseman #rip #ripblackpanther #ripchadboseman",Marvel
2029,noteworthy creations,"#RIPChadwickBoseman

The noteworthy actor that we've all admired through a number of his roles, has passed at 43. 

Chadwick's historical performance as T'Challa in Marvel's ""Black Panther"" changed history for superheroes, as well as movie soundtracks.

You'll be missed, King.  https://t.co/3PeOSMAFGW",Sat Aug 29 07:32:31 +0000 2020,,28,2,14,2020-08-29 07:32:31+00:00,True,self,,Missing_Retweet_ID,,0.049,0.802,0.149,0.5423,Other,0.5714285714285714,0.013799901429275506,0.4519851237430572,0.013705549827142425,4707,original,,"#ripchadwickboseman

the noteworthy actor that we've all admired through a number of his roles, has passed at 43. 

chadwick's historical performance as t'challa in marvel's ""black panther"" changed history for superheroes, as well as movie soundtracks.

you'll be missed, king.  https://t.co/3peosmafgw",Marvel
2287,caribbean factor,"We are truly saddened to learn that award winning actor, Chadwick Boseman has passed. Rest in Peace. 

#ChadwickBoseman #BlackPanther #Disney #Marvel #blackexcellence #wakandaforever #positiveblackimages #rip #caribbeanfactor

(via @NYDailyNews)
: Liliane Lathan https://t.co/9yFDung9fZ",Sat Aug 29 06:18:35 +0000 2020,,29,1,2,2020-08-29 06:18:35+00:00,True,NYDailyNews,@NYDailyNews,NYDailyNews,,0.08,0.609,0.311,0.872,Other,0.10344827586206896,0.012680367293397464,0.09844007281325252,0.012600644670104723,4727,original,,"we are truly saddened to learn that award winning actor, chadwick boseman has passed. rest in peace. 

#chadwickboseman #blackpanther #disney #marvel #blackexcellence #wakandaforever #positiveblackimages #rip #caribbeanfactor

(via @nydailynews)
: liliane lathan https://t.co/9yfdung9fz",Marvel
2,staticpath,"@kerry_comcgrl77 They should have recast him. Black Panther T'Challa is too important of a character to just ""kill"" him off because the actor died. I loved Chadwick Boseman but come on. They recast Spartacus after the original actor passed away 2 seasons into the show.",Fri Oct 28 20:08:17 +0000 2022,"North Augusta, SC",582,4,37,2022-10-28 20:08:17+00:00,False,kerry_comcgrl77,@kerry_comcgrl77,Missing_Retweet_ID,kerry_comcgrl77,0.049,0.807,0.144,0.5423,Other,0.070446735395189,291.0,0.06807607105601532,5.676753802268282,4729,original,,"@kerry_comcgrl77 they should have recast him. black panther t'challa is too important of a character to just ""kill"" him off because the actor died. i loved chadwick boseman but come on. they recast spartacus after the original actor passed away 2 seasons into the show.",Black Panther
31,magmarock,@TheDarthMal You haven't watched it still judging it already what if it's the movie to pass on the torch of Black Panther and create his legacy?,Thu Oct 27 17:42:39 +0000 2022,,7,0,1,2022-10-27 17:42:39+00:00,False,TheDarthMal,@TheDarthMal,Missing_Retweet_ID,TheDarthMal,0.0,0.923,0.077,0.2732,Other,0.14285714285714285,0.22580645161290322,0.13353139262452263,0.20359895524123953,4758,original,,@thedarthmal you haven't watched it still judging it already what if it's the movie to pass on the torch of black panther and create his legacy?,Black Panther
52,problematic princess,"@TheShadeRoom Cute kids. They probably wanted to be Little Mermaid, Black Panther or something but here they are dressing them up as ppl who passed away before these kids were even thought of",Wed Oct 26 14:19:45 +0000 2022,United States,160,0,26,2022-10-26 14:19:45+00:00,False,TheShadeRoom,@TheShadeRoom,Missing_Retweet_ID,TheShadeRoom,0.0,0.941,0.059,0.25,Other,0.1625,3.076923076923077,0.15057285847937432,1.405342556090585,4779,original,,"@theshaderoom cute kids. they probably wanted to be little mermaid, black panther or something but here they are dressing them up as ppl who passed away before these kids were even thought of",Black Panther
