formatted_created_at,neg,neu,pos,compound
2020-08-29 05:15:00,0.057,0.649,0.294,0.7351
2020-08-29 05:14:00,0.233,0.582,0.185,-0.2263
2020-08-29 05:13:00,0.0,1.0,0.0,0.0
2020-08-29 05:13:00,0.0,1.0,0.0,0.0
2020-08-29 05:13:00,0.213,0.446,0.34,0.7517
2020-08-29 05:13:00,0.352,0.425,0.223,-0.7889
2020-08-29 05:12:00,0.0,1.0,0.0,0.0
2020-08-29 05:10:00,0.0,0.798,0.202,0.765
2020-08-29 05:09:00,0.092,0.595,0.314,0.6249
2020-08-29 05:09:00,0.0,1.0,0.0,0.0
2020-08-29 05:08:00,0.167,0.608,0.224,0.128
2020-08-29 05:08:00,0.241,0.759,0.0,-0.4215
2020-08-29 05:08:00,0.338,0.662,0.0,-0.8481
2020-08-29 05:07:00,0.097,0.571,0.331,0.6249
2020-08-29 05:07:00,0.217,0.783,0.0,-0.802
2020-08-29 05:06:00,0.223,0.587,0.191,-0.2732
2020-08-29 05:04:00,0.205,0.619,0.175,-0.2298
2020-08-29 05:03:00,0.366,0.474,0.16,-0.4654
2020-08-29 05:03:00,0.258,0.645,0.098,-0.5767
2020-08-29 05:00:00,0.564,0.307,0.129,-0.7964
2020-08-29 04:59:00,0.565,0.435,0.0,-0.7579
2020-08-29 04:59:00,0.188,0.812,0.0,-0.5709
2020-08-29 04:58:00,0.256,0.51,0.234,-0.2398
2020-08-29 04:57:00,0.292,0.708,0.0,-0.7906
2020-08-29 04:56:00,0.0,1.0,0.0,0.0
2020-08-29 04:55:00,0.306,0.62,0.074,-0.6435
2020-08-29 04:55:00,0.197,0.498,0.306,0.4881
2020-08-29 04:54:00,0.304,0.486,0.209,-0.7087
2020-08-29 04:54:00,0.322,0.678,0.0,-0.5859
2020-08-29 04:54:00,0.25,0.5,0.25,0.0
2020-08-29 04:53:00,0.171,0.829,0.0,-0.5423
2020-08-29 04:53:00,0.405,0.595,0.0,-0.8176
2020-08-29 04:52:00,0.237,0.763,0.0,-0.4767
2020-08-29 04:51:00,0.073,0.57,0.358,0.8402
2020-08-29 04:50:00,0.0,1.0,0.0,0.0
2020-08-29 04:50:00,0.276,0.724,0.0,-0.8402
2020-08-29 04:50:00,0.292,0.593,0.115,-0.6697
2020-08-29 04:50:00,0.43,0.57,0.0,-0.8689
2020-08-29 04:50:00,0.234,0.561,0.206,-0.0772
2020-08-29 04:49:00,0.188,0.812,0.0,-0.5709
2020-08-29 04:48:00,0.146,0.66,0.193,0.25
2020-08-29 04:47:00,0.279,0.721,0.0,-0.4767
2020-08-29 04:46:00,0.0,1.0,0.0,0.0
2020-08-29 04:46:00,0.123,0.435,0.443,0.8442
2020-08-29 04:45:00,0.409,0.492,0.098,-0.8779
2020-08-29 04:45:00,0.423,0.577,0.0,-0.6597
2020-08-29 04:45:00,0.0,0.581,0.419,0.8779
2020-08-29 04:45:00,0.181,0.819,0.0,-0.4767
2020-08-29 04:44:00,0.0,0.702,0.298,0.802
2020-08-29 04:44:00,0.0,1.0,0.0,0.0
2020-08-29 04:43:00,0.0,0.687,0.313,0.8074
2020-08-29 04:42:00,0.408,0.448,0.143,-0.9153
2020-08-29 04:42:00,0.196,0.506,0.297,0.4939
2020-08-29 04:41:00,0.068,0.876,0.056,-0.128
2020-08-29 04:41:00,0.236,0.4,0.364,0.5994
2020-08-29 04:39:00,0.241,0.575,0.184,-0.2732
2020-08-29 04:39:00,0.23,0.593,0.178,-0.1779
2020-08-29 04:38:00,0.377,0.491,0.132,-0.7579
2020-08-29 04:37:00,0.415,0.585,0.0,-0.7964
2020-08-29 04:36:00,0.0,0.625,0.375,0.4588
2020-08-29 04:36:00,0.322,0.592,0.086,-0.8402
2020-08-29 04:35:00,0.322,0.592,0.086,-0.8402
2020-08-29 04:33:00,0.439,0.447,0.114,-0.8402
2020-08-29 04:32:00,0.27,0.376,0.354,0.4218
2020-08-29 04:31:00,0.182,0.462,0.357,0.7717
2020-08-29 04:31:00,0.114,0.704,0.182,0.3182
2020-08-29 04:31:00,0.543,0.457,0.0,-0.8934
2020-08-29 04:29:00,0.303,0.562,0.135,-0.4588
2020-08-29 04:28:00,0.244,0.472,0.283,0.128
2020-08-29 04:27:00,0.241,0.602,0.157,-0.5859
2020-08-29 04:27:00,0.403,0.597,0.0,-0.7964
2020-08-29 04:27:00,0.508,0.41,0.082,-0.9076
2020-08-29 04:27:00,0.462,0.538,0.0,-0.8834
2020-08-29 04:27:00,0.133,0.767,0.1,-0.0772
2020-08-29 04:27:00,0.658,0.342,0.0,-0.8625
2020-08-29 04:26:00,0.0,0.833,0.167,0.4215
2020-08-29 04:26:00,0.0,0.548,0.452,0.5106
2020-08-29 04:26:00,0.611,0.389,0.0,-0.946
2020-08-29 04:26:00,0.149,0.851,0.0,-0.4215
2020-08-29 04:25:00,0.394,0.346,0.261,-0.6124
2020-08-29 04:25:00,0.407,0.593,0.0,-0.9001
2020-08-29 04:23:00,0.194,0.43,0.376,0.6249
2020-08-29 04:23:00,0.0,0.672,0.328,0.5994
2020-08-29 04:23:00,0.076,0.8,0.124,0.2732
2020-08-29 04:23:00,0.203,0.797,0.0,-0.4215
2020-08-29 04:22:00,0.3,0.7,0.0,-0.8402
2020-08-29 04:22:00,0.419,0.491,0.091,-0.8658
2020-08-29 04:21:00,0.156,0.538,0.306,0.6808
2020-08-29 04:21:00,0.322,0.554,0.124,-0.7269
2020-08-29 04:20:00,0.0,0.667,0.333,0.8591
2020-08-29 04:20:00,0.341,0.659,0.0,-0.4767
2020-08-29 04:19:00,0.205,0.795,0.0,-0.4767
2020-08-29 04:19:00,0.185,0.49,0.325,0.6124
2020-08-29 04:19:00,0.407,0.593,0.0,-0.9001
2020-08-29 04:18:00,0.432,0.453,0.115,-0.8442
2020-08-29 04:18:00,0.218,0.639,0.143,-0.25
2020-08-29 04:18:00,0.414,0.586,0.0,-0.872
2020-08-29 04:18:00,0.335,0.509,0.156,-0.7184
2020-08-29 04:18:00,0.107,0.687,0.206,0.4404
2020-08-29 04:17:00,0.22,0.605,0.175,-0.34
2020-08-29 04:16:00,0.135,0.627,0.238,0.5106
2020-08-29 04:16:00,0.462,0.365,0.173,-0.8885
2020-08-29 04:16:00,0.096,0.675,0.228,0.6249
2020-08-29 04:15:00,0.07,0.609,0.321,0.8779
2020-08-29 04:15:00,0.07,0.609,0.321,0.8779
2020-08-29 04:14:00,0.198,0.593,0.209,0.1027
2020-08-29 04:14:00,0.23,0.656,0.115,-0.5423
2020-08-29 04:14:00,0.135,0.521,0.344,0.7184
2020-08-29 04:14:00,0.144,0.512,0.344,0.6486
2020-08-29 04:14:00,0.113,0.565,0.322,0.7436
2020-08-29 04:13:00,0.17,0.517,0.313,0.6124
2020-08-29 04:12:00,0.349,0.651,0.0,-0.8807
2020-08-29 04:12:00,0.198,0.729,0.073,-0.6249
2020-08-29 04:12:00,0.172,0.828,0.0,-0.4404
2020-08-29 04:12:00,0.0,0.72,0.28,0.5423
2020-08-29 04:11:00,0.434,0.566,0.0,-0.7845
2020-08-29 04:11:00,0.307,0.693,0.0,-0.4767
2020-08-29 04:10:00,0.272,0.548,0.179,-0.2193
2020-08-29 04:10:00,0.536,0.464,0.0,-0.9287
2020-08-29 04:10:00,0.405,0.51,0.085,-0.8834
2020-08-29 04:10:00,0.551,0.449,0.0,-0.8689
2020-08-29 04:09:00,0.16,0.525,0.315,0.6808
2020-08-29 04:09:00,0.11,0.708,0.183,0.2654
2020-08-29 04:09:00,0.423,0.577,0.0,-0.6597
2020-08-29 04:09:00,0.327,0.396,0.277,-0.2263
2020-08-29 04:07:00,0.307,0.693,0.0,-0.4767
2020-08-29 04:06:00,0.246,0.573,0.181,-0.357
2020-08-29 04:06:00,0.383,0.617,0.0,-0.936
2020-08-29 04:05:00,0.098,0.572,0.33,0.7845
2020-08-29 04:05:00,0.485,0.515,0.0,-0.9062
2020-08-29 04:05:00,0.166,0.463,0.371,0.866
2020-08-29 04:05:00,0.245,0.646,0.109,-0.7184
2020-08-29 04:05:00,0.0,0.573,0.427,0.9169
2020-08-29 04:05:00,0.268,0.732,0.0,-0.6597
2020-08-29 04:05:00,0.0,0.781,0.219,0.7096
2020-08-29 04:04:00,0.0,0.641,0.359,0.8126
2020-08-29 04:04:00,0.423,0.577,0.0,-0.6597
2020-08-29 04:04:00,0.0,0.724,0.276,0.6369
2020-08-29 04:04:00,0.065,0.545,0.39,0.8979
2020-08-29 04:04:00,0.127,0.571,0.302,0.6486
2020-08-29 04:03:00,0.309,0.498,0.193,-0.5423
2020-08-29 04:03:00,0.412,0.588,0.0,-0.7906
2020-08-29 04:03:00,0.0,0.889,0.111,0.25
2020-08-29 04:02:00,0.246,0.632,0.123,-0.5423
2020-08-29 04:01:00,0.103,0.605,0.292,0.7351
2020-08-29 04:01:00,0.399,0.504,0.097,-0.9371
2020-08-29 04:01:00,0.153,0.644,0.203,0.25
2020-08-29 04:01:00,0.232,0.637,0.131,-0.4019
2020-08-29 04:01:00,0.0,1.0,0.0,0.0
2020-08-29 04:01:00,0.57,0.43,0.0,-0.891
2020-08-29 04:01:00,0.257,0.588,0.154,-0.4215
2020-08-29 04:00:00,0.08,0.464,0.456,0.9274
2020-08-29 04:00:00,0.328,0.672,0.0,-0.659
2020-08-29 04:00:00,0.121,0.506,0.374,0.6705
2020-08-29 03:59:00,0.236,0.764,0.0,-0.7579
2020-08-29 03:58:00,0.227,0.773,0.0,-0.6597
2020-08-29 03:58:00,0.0,0.756,0.244,0.6369
2020-08-29 03:58:00,0.352,0.548,0.1,-0.8316
2020-08-29 03:58:00,0.572,0.428,0.0,-0.8934
2020-08-29 03:57:00,0.342,0.534,0.125,-0.7269
2020-08-29 03:57:00,0.161,0.839,0.0,-0.6597
2020-08-29 03:57:00,0.239,0.616,0.145,-0.6204
2020-08-29 03:57:00,0.279,0.721,0.0,-0.4767
2020-08-29 03:57:00,0.241,0.623,0.136,-0.4019
2020-08-29 03:56:00,0.0,0.885,0.115,0.4588
2020-08-29 03:56:00,0.286,0.714,0.0,-0.6597
2020-08-29 03:56:00,0.119,0.881,0.0,-0.2247
2020-08-29 03:56:00,0.234,0.399,0.367,0.567
2020-08-29 03:54:00,0.0,0.866,0.134,0.4767
2020-08-29 03:54:00,0.125,0.395,0.48,0.9669
2020-08-29 03:53:00,0.0,0.828,0.172,0.3612
2020-08-29 03:53:00,0.156,0.538,0.306,0.6808
2020-08-29 03:53:00,0.062,0.438,0.5,0.9186
2020-08-29 03:52:00,0.421,0.409,0.17,-0.6486
2020-08-29 03:52:00,0.087,0.712,0.201,0.4381
2020-08-29 03:52:00,0.153,0.847,0.0,-0.5859
2020-08-29 03:52:00,0.156,0.538,0.306,0.6808
2020-08-29 03:51:00,0.2,0.521,0.279,0.2263
2020-08-29 03:51:00,0.0,0.648,0.352,0.8271
2020-08-29 03:51:00,0.0,0.489,0.511,0.9403
2020-08-29 03:51:00,0.0,0.534,0.466,0.8625
2020-08-29 03:51:00,0.115,0.407,0.478,0.8934
2020-08-29 03:50:00,0.412,0.588,0.0,-0.8885
2020-08-29 03:50:00,0.0,1.0,0.0,0.0
2020-08-29 03:50:00,0.316,0.578,0.106,-0.7845
2020-08-29 03:50:00,0.15,0.68,0.17,-0.1027
2020-08-29 03:50:00,0.107,0.378,0.515,0.8979
2020-08-29 03:50:00,0.38,0.365,0.255,-0.5859
2020-08-29 03:49:00,0.0,0.791,0.209,0.5719
2020-08-29 03:49:00,0.286,0.714,0.0,-0.6597
2020-08-29 03:49:00,0.205,0.445,0.35,0.6734
2020-08-29 03:49:00,0.372,0.628,0.0,-0.7964
2020-08-29 03:49:00,0.373,0.576,0.051,-0.9336
2020-08-29 03:48:00,0.233,0.621,0.146,-0.5859
2020-08-29 03:48:00,0.444,0.556,0.0,-0.8625
2020-08-29 03:48:00,0.534,0.466,0.0,-0.9423
2020-08-29 03:47:00,0.118,0.408,0.473,0.8658
2020-08-29 03:46:00,0.364,0.485,0.15,-0.6597
2020-08-29 03:46:00,0.0,1.0,0.0,0.0
2020-08-29 03:46:00,0.0,0.833,0.167,0.4939
2020-08-29 03:46:00,0.115,0.407,0.478,0.8689
2020-08-29 03:45:00,0.174,0.511,0.315,0.5719
2020-08-29 03:45:00,0.416,0.412,0.173,-0.7096
2020-08-29 03:44:00,0.167,0.645,0.188,0.1027
2020-08-29 03:44:00,0.0,1.0,0.0,0.0
2020-08-29 03:44:00,0.486,0.514,0.0,-0.9442
2020-08-29 03:44:00,0.455,0.545,0.0,-0.8481
2020-08-29 03:43:00,0.307,0.433,0.259,-0.4599
2020-08-29 03:43:00,0.194,0.498,0.308,0.3182
2020-08-29 03:43:00,0.0,1.0,0.0,0.0
2020-08-29 03:42:00,0.131,0.701,0.168,0.2023
2020-08-29 03:42:00,0.0,1.0,0.0,0.0
2020-08-29 03:42:00,0.32,0.567,0.113,-0.7269
2020-08-29 03:42:00,0.223,0.471,0.306,0.6369
2020-08-29 03:41:00,0.235,0.42,0.345,0.3182
2020-08-29 03:41:00,0.0,1.0,0.0,0.0
2020-08-29 03:41:00,0.208,0.336,0.456,0.5719
2020-08-29 03:40:00,0.0,0.66,0.34,0.5574
2020-08-29 03:39:00,0.0,1.0,0.0,0.0
2020-08-29 03:38:00,0.0,0.883,0.117,0.5719
2020-08-29 03:38:00,0.24,0.672,0.088,-0.6404
2020-08-29 03:38:00,0.386,0.614,0.0,-0.6597
2020-08-29 03:37:00,0.0,1.0,0.0,0.0
2020-08-29 03:37:00,0.072,0.638,0.29,0.8176
2020-08-29 03:37:00,0.116,0.562,0.322,0.6705
2020-08-29 03:36:00,0.0,1.0,0.0,0.0
2020-08-29 03:36:00,0.226,0.333,0.442,0.7574
2020-08-29 03:36:00,0.128,0.698,0.174,0.2023
2020-08-29 03:36:00,0.46,0.453,0.087,-0.8934
2020-08-29 03:35:00,0.0,1.0,0.0,0.0
2020-08-29 03:35:00,0.274,0.627,0.1,-0.7269
2020-08-29 03:35:00,0.359,0.462,0.179,-0.5423
2020-08-29 03:35:00,0.185,0.578,0.237,0.2263
2020-08-29 03:35:00,0.0,0.912,0.088,0.34
2020-08-29 03:35:00,0.385,0.435,0.181,-0.7269
2020-08-29 03:35:00,0.204,0.595,0.201,-0.0258
2020-08-29 03:34:00,0.43,0.57,0.0,-0.6461
2020-08-29 03:34:00,0.132,0.812,0.056,-0.5719
2020-08-29 03:34:00,0.591,0.409,0.0,-0.9423
2020-08-29 03:34:00,0.185,0.376,0.439,0.8777
2020-08-29 03:34:00,0.211,0.617,0.172,-0.296
2020-08-29 03:34:00,0.385,0.385,0.231,-0.4215
2020-08-29 03:33:00,0.286,0.714,0.0,-0.6597
2020-08-29 03:33:00,0.231,0.556,0.213,-0.1531
2020-08-29 03:33:00,0.16,0.525,0.315,0.6808
2020-08-29 03:33:00,0.0,1.0,0.0,0.0
2020-08-29 03:33:00,0.277,0.602,0.12,-0.5994
2020-08-29 03:33:00,0.495,0.505,0.0,-0.8689
2020-08-29 03:33:00,0.304,0.46,0.236,-0.296
2020-08-29 03:32:00,0.471,0.529,0.0,-0.8689
2020-08-29 03:32:00,0.412,0.588,0.0,-0.7906
2020-08-29 03:32:00,0.234,0.574,0.193,-0.25
2020-08-29 03:32:00,0.22,0.641,0.139,-0.3167
2020-08-29 03:31:00,0.342,0.474,0.184,-0.4588
2020-08-29 03:31:00,0.128,0.604,0.268,0.5729
2020-08-29 03:31:00,0.221,0.603,0.176,-0.2263
2020-08-29 03:30:00,0.167,0.592,0.242,0.3384
2020-08-29 03:30:00,0.143,0.749,0.107,-0.2732
2020-08-29 03:30:00,0.468,0.532,0.0,-0.6597
2020-08-29 03:29:00,0.249,0.406,0.345,0.4404
2020-08-29 03:29:00,0.278,0.604,0.117,-0.546
2020-08-29 03:29:00,0.196,0.804,0.0,-0.5994
2020-08-29 03:29:00,0.0,0.797,0.203,0.4215
2020-08-29 03:29:00,0.231,0.548,0.221,-0.34
2020-08-29 03:28:00,0.325,0.576,0.098,-0.7717
2020-08-29 03:28:00,0.469,0.531,0.0,-0.8658
2020-08-29 03:28:00,0.359,0.462,0.179,-0.5423
2020-08-29 03:28:00,0.341,0.659,0.0,-0.4767
2020-08-29 03:28:00,0.415,0.384,0.201,-0.8591
2020-08-29 03:28:00,0.218,0.493,0.289,0.25
2020-08-29 03:28:00,0.0,1.0,0.0,0.0
2020-08-29 03:28:00,0.156,0.538,0.306,0.6808
2020-08-29 03:27:00,0.205,0.632,0.163,-0.2023
2020-08-29 03:27:00,0.121,0.508,0.371,0.7506
2020-08-29 03:27:00,0.246,0.486,0.267,0.1779
2020-08-29 03:27:00,0.296,0.483,0.221,-0.3612
2020-08-29 03:27:00,0.271,0.568,0.162,-0.3612
2020-08-29 03:27:00,0.468,0.532,0.0,-0.6597
2020-08-29 03:26:00,0.306,0.694,0.0,-0.6597
2020-08-29 03:26:00,0.204,0.592,0.204,-0.0
2020-08-29 03:26:00,0.333,0.667,0.0,-0.7906
2020-08-29 03:26:00,0.306,0.694,0.0,-0.8176
2020-08-29 03:26:00,0.33,0.67,0.0,-0.7096
2020-08-29 03:26:00,0.0,1.0,0.0,0.0
2020-08-29 03:26:00,0.273,0.367,0.36,0.5106
2020-08-29 03:26:00,0.191,0.543,0.266,0.3818
2020-08-29 03:25:00,0.0,1.0,0.0,0.0
2020-08-29 03:25:00,0.272,0.617,0.111,-0.5574
2020-08-29 03:25:00,0.0,0.742,0.258,0.765
2020-08-29 03:25:00,0.105,0.669,0.226,0.5868
2020-08-29 03:25:00,0.0,0.41,0.59,0.7351
2020-08-29 03:25:00,0.237,0.763,0.0,-0.4767
2020-08-29 03:25:00,0.309,0.458,0.233,-0.4576
2020-08-29 03:24:00,0.277,0.602,0.12,-0.5994
2020-08-29 03:24:00,0.0,1.0,0.0,0.0
2020-08-29 03:24:00,0.472,0.39,0.138,-0.8555
2020-08-29 03:24:00,0.214,0.457,0.329,0.4588
2020-08-29 03:24:00,0.316,0.684,0.0,-0.5719
2020-08-29 03:24:00,0.275,0.627,0.098,-0.6705
2020-08-29 03:23:00,0.0,1.0,0.0,0.0
2020-08-29 03:23:00,0.129,0.588,0.282,0.3832
2020-08-29 03:23:00,0.21,0.719,0.072,-0.6808
2020-08-29 03:23:00,0.222,0.556,0.222,0.0
2020-08-29 03:23:00,0.106,0.548,0.346,0.7906
2020-08-29 03:22:00,0.115,0.766,0.119,0.0258
2020-08-29 03:22:00,0.363,0.637,0.0,-0.8126
2020-08-29 03:22:00,0.488,0.329,0.183,-0.7579
2020-08-29 03:22:00,0.123,0.521,0.355,0.7096
2020-08-29 03:22:00,0.113,0.263,0.624,0.9113
2020-08-29 03:22:00,0.356,0.48,0.164,-0.7783
2020-08-29 03:22:00,0.05,0.603,0.348,0.8555
2020-08-29 03:21:00,0.448,0.552,0.0,-0.7579
2020-08-29 03:21:00,0.371,0.538,0.091,-0.886
2020-08-29 03:21:00,0.267,0.733,0.0,-0.6124
2020-08-29 03:21:00,0.0,0.82,0.18,0.5106
2020-08-29 03:21:00,0.279,0.523,0.198,-0.4793
2020-08-29 03:20:00,0.187,0.632,0.181,0.2023
2020-08-29 03:20:00,0.449,0.551,0.0,-0.6908
2020-08-29 03:20:00,0.275,0.4,0.325,0.2263
2020-08-29 03:19:00,0.0,0.72,0.28,0.5423
2020-08-29 03:19:00,0.131,0.717,0.152,-0.128
2020-08-29 03:19:00,0.0,1.0,0.0,0.0
2020-08-29 03:18:00,0.26,0.533,0.207,-0.2263
2020-08-29 03:18:00,0.187,0.602,0.211,0.1027
2020-08-29 03:18:00,0.368,0.632,0.0,-0.7906
2020-08-29 03:18:00,0.551,0.449,0.0,-0.91
2020-08-29 03:18:00,0.322,0.554,0.124,-0.7264
2020-08-29 03:17:00,0.0,1.0,0.0,0.0
2020-08-29 03:17:00,0.094,0.608,0.298,0.7717
2020-08-29 03:17:00,0.285,0.715,0.0,-0.659
2020-08-29 03:17:00,0.143,0.757,0.1,-0.2732
2020-08-29 03:17:00,0.229,0.556,0.215,-0.1027
2020-08-29 03:16:00,0.0,1.0,0.0,0.0
2020-08-29 03:16:00,0.423,0.577,0.0,-0.6597
2020-08-29 03:16:00,0.595,0.405,0.0,-0.6597
2020-08-29 03:15:00,0.345,0.489,0.166,-0.765
2020-08-29 03:15:00,0.347,0.653,0.0,-0.8779
2020-08-29 03:15:00,0.276,0.371,0.353,0.5719
2020-08-29 03:15:00,0.311,0.397,0.292,0.044
2020-08-29 03:15:00,0.497,0.503,0.0,-0.836
2020-08-29 03:14:00,0.372,0.628,0.0,-0.7964
2020-08-29 03:14:00,0.132,0.769,0.098,-0.2023
2020-08-29 03:14:00,0.341,0.659,0.0,-0.4767
2020-08-29 03:14:00,0.0,1.0,0.0,0.0
2020-08-29 03:14:00,0.38,0.409,0.211,-0.4404
2020-08-29 03:14:00,0.168,0.435,0.397,0.6369
2020-08-29 03:13:00,0.099,0.517,0.384,0.9136
2020-08-29 03:13:00,0.0,1.0,0.0,0.0
2020-08-29 03:13:00,0.16,0.745,0.096,-0.296
2020-08-29 03:13:00,0.097,0.592,0.312,0.7845
2020-08-29 03:13:00,0.193,0.807,0.0,-0.4767
2020-08-29 03:13:00,0.419,0.581,0.0,-0.7579
2020-08-29 03:13:00,0.301,0.602,0.096,-0.7269
2020-08-29 03:13:00,0.142,0.594,0.265,0.4019
2020-08-29 03:12:00,0.274,0.598,0.128,-0.5267
2020-08-29 03:12:00,0.0,1.0,0.0,0.0
2020-08-29 03:12:00,0.0,0.488,0.512,0.743
2020-08-29 03:12:00,0.0,1.0,0.0,0.0
2020-08-29 03:12:00,0.384,0.616,0.0,-0.6808
2020-08-29 03:12:00,0.0,0.588,0.412,0.8689
2020-08-29 03:12:00,0.0,1.0,0.0,0.0
2020-08-29 03:12:00,0.43,0.501,0.07,-0.932
2020-08-29 03:12:00,0.381,0.484,0.135,-0.8225
2020-08-29 03:11:00,0.0,1.0,0.0,0.0
2020-08-29 03:11:00,0.0,1.0,0.0,0.0
2020-08-29 03:11:00,0.492,0.508,0.0,-0.8658
2020-08-29 03:11:00,0.423,0.577,0.0,-0.6597
2020-08-29 03:11:00,0.0,0.604,0.396,0.8958
2020-08-29 03:11:00,0.269,0.525,0.205,-0.4215
2020-08-29 03:11:00,0.0,0.432,0.568,0.9524
2020-08-29 03:11:00,0.0,1.0,0.0,0.0
2020-08-29 03:11:00,0.176,0.625,0.199,0.1027
2020-08-29 03:10:00,0.0,1.0,0.0,0.0
2020-08-29 03:10:00,0.165,0.552,0.284,0.7605
2020-08-29 03:10:00,0.438,0.562,0.0,-0.845
2020-08-29 03:10:00,0.0,1.0,0.0,0.0
2020-08-29 03:10:00,0.423,0.577,0.0,-0.6597
2020-08-29 03:10:00,0.165,0.712,0.124,-0.2732
2020-08-29 03:10:00,0.442,0.558,0.0,-0.902
2020-08-29 03:10:00,0.341,0.659,0.0,-0.4767
2020-08-29 03:10:00,0.0,1.0,0.0,0.0
2020-08-29 03:10:00,0.134,0.652,0.214,0.2698
2020-08-29 03:09:00,0.176,0.625,0.199,0.1027
2020-08-29 03:09:00,0.104,0.435,0.462,0.8658
2020-08-29 03:09:00,0.261,0.588,0.151,-0.3182
2020-08-29 03:09:00,0.0,1.0,0.0,0.0
2020-08-29 03:09:00,0.301,0.491,0.208,-0.6369
2020-08-29 03:09:00,0.535,0.465,0.0,-0.8481
2020-08-29 03:09:00,0.363,0.503,0.134,-0.6249
2020-08-29 03:09:00,0.608,0.392,0.0,-0.7351
2020-08-29 03:09:00,0.317,0.488,0.195,-0.3612
2020-08-29 03:08:00,0.251,0.449,0.3,0.2732
2020-08-29 03:08:00,0.224,0.776,0.0,-0.4391
2020-08-29 03:08:00,0.277,0.602,0.12,-0.5994
2020-08-29 03:08:00,0.295,0.705,0.0,-0.8979
2020-08-29 03:08:00,0.12,0.455,0.425,0.9371
2020-08-29 03:08:00,0.197,0.456,0.346,0.7351
2020-08-29 03:08:00,0.154,0.846,0.0,-0.4767
2020-08-29 03:08:00,0.0,1.0,0.0,0.0
2020-08-29 03:07:00,0.392,0.459,0.148,-0.7096
2020-08-29 03:07:00,0.134,0.746,0.119,-0.0772
2020-08-29 03:07:00,0.351,0.545,0.104,-0.7184
2020-08-29 03:07:00,0.5,0.364,0.136,-0.8402
2020-08-29 03:07:00,0.0,0.57,0.43,0.9368
2020-08-29 03:07:00,0.183,0.592,0.225,0.1779
2020-08-29 03:07:00,0.17,0.83,0.0,-0.5994
2020-08-29 03:06:00,0.0,0.677,0.323,0.875
2020-08-29 03:06:00,0.0,0.857,0.143,0.3612
2020-08-29 03:05:00,0.0,1.0,0.0,0.0
2020-08-29 03:05:00,0.565,0.435,0.0,-0.7579
2020-08-29 03:05:00,0.176,0.765,0.059,-0.6115
2020-08-29 03:05:00,0.199,0.393,0.408,0.7906
2020-08-29 03:04:00,0.185,0.58,0.235,0.2263
2020-08-29 03:04:00,0.187,0.602,0.211,0.1027
2020-08-29 03:04:00,0.139,0.572,0.289,0.5677
2020-08-29 03:04:00,0.11,0.777,0.113,0.0258
2020-08-29 03:04:00,0.085,0.754,0.161,0.3182
2020-08-29 03:04:00,0.0,0.649,0.351,0.7579
2020-08-29 03:04:00,0.0,0.649,0.351,0.7579
2020-08-29 03:03:00,0.0,0.688,0.312,0.8225
2020-08-29 03:03:00,0.136,0.48,0.384,0.7357
2020-08-29 03:03:00,0.253,0.747,0.0,-0.6597
2020-08-29 03:03:00,0.192,0.664,0.143,-0.1027
2020-08-29 03:03:00,0.387,0.525,0.088,-0.8204
2020-08-29 03:03:00,0.127,0.671,0.201,0.2732
2020-08-29 03:03:00,0.066,0.637,0.296,0.8074
2020-08-29 03:03:00,0.0,0.769,0.231,0.5106
2020-08-29 03:03:00,0.22,0.78,0.0,-0.4767
2020-08-29 03:03:00,0.0,0.769,0.231,0.5106
2020-08-29 03:03:00,0.0,0.769,0.231,0.5106
2020-08-29 03:03:00,0.0,0.769,0.231,0.5106
2020-08-29 03:03:00,0.0,0.769,0.231,0.5106
2020-08-29 03:02:00,0.0,0.769,0.231,0.5106
2020-08-29 03:02:00,0.378,0.466,0.155,-0.5118
2020-08-29 03:02:00,0.0,1.0,0.0,0.0
2020-08-29 03:02:00,0.0,0.769,0.231,0.5106
2020-08-29 03:02:00,0.229,0.647,0.124,-0.4754
2020-08-29 03:02:00,0.164,0.356,0.48,0.872
2020-08-29 03:02:00,0.482,0.518,0.0,-0.8519
2020-08-29 03:02:00,0.0,1.0,0.0,0.0
2020-08-29 03:02:00,0.485,0.515,0.0,-0.9214
2020-08-29 03:02:00,0.245,0.755,0.0,-0.3818
2020-08-29 03:02:00,0.0,0.796,0.204,0.7096
2020-08-29 03:02:00,0.223,0.474,0.303,0.296
2020-08-29 03:02:00,0.364,0.5,0.136,-0.7506
2020-08-29 03:02:00,0.228,0.489,0.283,0.3129
2020-08-29 03:01:00,0.218,0.5,0.282,0.296
2020-08-29 03:01:00,0.253,0.747,0.0,-0.6597
2020-08-29 03:01:00,0.0,0.803,0.197,0.4019
2020-08-29 03:01:00,0.203,0.392,0.405,0.4767
2020-08-29 03:01:00,0.0,0.382,0.618,0.8442
2020-08-29 03:01:00,0.339,0.661,0.0,-0.9062
2020-08-29 03:01:00,0.0,1.0,0.0,0.0
2020-08-29 03:01:00,0.121,0.623,0.257,0.5423
2020-08-29 03:01:00,0.0,1.0,0.0,0.0
2020-08-29 03:00:00,0.0,1.0,0.0,0.0
2020-08-29 03:00:00,0.281,0.719,0.0,-0.5994
2020-08-29 03:00:00,0.0,0.725,0.275,0.7231
2020-08-29 03:00:00,0.238,0.538,0.223,-0.0516
2020-08-29 03:00:00,0.153,0.743,0.104,-0.25
2020-08-29 03:00:00,0.115,0.316,0.569,0.91
